date, pm10
2019/7/15, 70
2019/7/16, 66
2019/7/17, 64
2019/7/18, 58
2019/7/19, 
2019/7/20, 56
2019/7/21, 66
2019/7/22, 63
2019/7/23, 60
2019/7/24, 71
2019/7/25, 69
2019/7/26, 55
2019/7/27, 69
2019/7/28, 64
2019/7/29, 54
2019/7/30, 62
2019/7/31, 57
2019/8/1, 65
2019/8/2, 74
2019/8/3, 59
2019/8/4, 53
2019/8/5, 54
2019/8/6, 60
2019/8/7, 62
2019/8/8, 59
2019/8/9, 66
2019/8/10, 60
2019/8/11, 61
2019/8/12, 59
2019/8/13, 56
2019/8/14, 64
2019/8/15, 70
2019/8/16, 63
2019/8/17, 56
2019/8/18, 68
2019/8/19, 62
2019/8/20, 58
2019/8/21, 60
2019/8/22, 69
2019/8/23, 63
2019/8/24, 61
2019/8/25, 61
2019/8/26, 60
2019/8/27, 55
2019/8/28, 68
2019/8/29, 62
2019/8/30, 64
2019/8/31, 61
2019/9/1, 67
2019/9/2, 60
2019/9/3, 64
2019/9/4, 59
2019/9/5, 60
2019/9/6, 60
2019/9/7, 61
2019/9/8, 59
2019/9/9, 54
2019/9/10, 69
2019/9/11, 65
2019/9/12, 72
2019/9/13, 
2019/9/14, 
2019/9/15, 56
2019/9/16, 62
2019/9/17, 58
2019/9/23, 62
2019/9/24, 65
2019/9/25, 62
2019/9/26, 62
2019/9/27, 53
2019/9/28, 59
2019/9/29, 58
2019/9/30, 60
2019/4/1, 
2019/4/2, 
2019/4/3, 
2019/4/4, 
2019/4/5, 
2019/4/6, 
2019/4/7, 
2019/4/8, 
2019/4/9, 
2019/4/10, 
2019/4/11, 
2019/4/12, 
2019/4/13, 
2019/4/14, 
2019/4/15, 
2019/4/16, 
2019/4/17, 
2019/4/18, 
2019/4/19, 
2019/4/20, 
2019/4/21, 
2019/4/22, 
2019/4/23, 
2019/4/24, 
2019/4/25, 
2019/4/26, 
2019/4/27, 
2019/4/28, 
2019/4/29, 
2019/4/30, 
2019/5/1, 
2019/5/2, 
2019/5/3, 
2019/5/4, 
2019/5/5, 
2019/5/6, 
2019/5/7, 
2019/5/8, 
2019/5/9, 47
2019/5/10, 
2019/5/11, 
2019/5/12, 
2019/5/13, 
2019/5/14, 
2019/5/15, 
2019/5/16, 
2019/5/17, 
2019/5/18, 
2019/5/19, 
2019/5/20, 
2019/5/21, 
2019/5/22, 
2019/5/23, 
2019/5/24, 
2019/5/25, 
2019/5/28, 
2019/5/29, 
2019/5/30, 
2019/5/31, 
2019/6/1, 
2019/6/2, 51
2019/6/3, 
2019/6/4, 52
2019/6/5, 46
2019/6/6, 36
2019/6/7, 45
2019/6/8, 48
2019/6/9, 54
2019/6/10, 64
2019/6/11, 63
2019/6/12, 62
2019/6/13, 62
2019/6/14, 53
2019/6/15, 
2019/6/16, 65
2019/6/17, 66
2019/6/18, 67
2019/6/19, 77
2019/6/20, 73
2019/6/21, 82
2019/6/22, 73
2019/6/23, 82
2019/6/24, 85
2019/6/25, 78
2019/6/26, 75
2019/6/27, 73
2019/6/28, 62
2019/6/29, 63
2019/6/30, 61
2019/1/1, 
2019/1/2, 
2019/1/3, 
2019/1/4, 
2019/1/5, 
2019/1/6, 
2019/1/7, 
2019/1/8, 
2019/1/9, 
2019/1/10, 
2019/1/11, 
2019/1/12, 
2019/1/13, 
2019/1/14, 
2019/1/15, 
2019/1/16, 
2019/1/17, 
2019/1/18, 
2019/1/19, 
2019/1/20, 
2019/1/21, 
2019/1/22, 
2019/1/23, 
2019/1/24, 
2019/1/25, 
2019/1/26, 
2019/1/27, 
2019/1/28, 
2019/1/29, 
2019/1/30, 
2019/1/31, 
2019/2/1, 
2019/2/2, 
2019/2/3, 
2019/2/4, 
2019/2/5, 
2019/2/6, 
2019/2/7, 
2019/2/8, 
2019/2/9, 
2019/2/10, 
2019/2/11, 
2019/2/12, 
2019/2/13, 
2019/2/14, 
2019/2/15, 
2019/2/16, 
2019/2/17, 
2019/2/18, 
2019/2/19, 
2019/2/20, 
2019/2/21, 
2019/2/22, 
2019/2/23, 
2019/2/24, 
2019/2/25, 68
2019/2/26, 
2019/2/27, 22
2019/2/28, 
2019/3/1, 
2019/3/2, 
2019/3/3, 
2019/3/4, 
2019/3/5, 
2019/3/6, 
2019/3/7, 
2019/3/8, 
2019/3/9, 
2019/3/10, 
2019/3/11, 
2019/3/12, 
2019/3/13, 
2019/3/14, 
2019/3/15, 
2019/3/16, 
2019/3/17, 
2019/3/18, 
2019/3/19, 
2019/3/20, 
2019/3/21, 
2019/3/22, 
2019/3/23, 
2019/3/24, 
2019/3/25, 
2019/3/26, 
2019/3/27, 
2019/3/28, 
2019/3/29, 
2019/3/30, 
2019/3/31, 
2018/10/1, 54
2018/10/2, 63
2018/10/3, 57
2018/10/4, 62
2018/10/5, 53
2018/10/6, 
2018/10/7, 63
2018/10/8, 61
2018/10/9, 68
2018/10/10, 70
2018/10/11, 59
2018/10/12, 65
2018/10/13, 73
2018/10/14, 64
2018/10/15, 64
2018/10/16, 68
2018/10/17, 70
2018/10/18, 52
2018/11/4, 44
2018/11/5, 51
2018/11/6, 51
2018/11/7, 50
2018/11/8, 51
2018/11/9, 
2018/11/10, 
2018/11/11, 
2018/11/12, 
2018/11/13, 12
2018/11/14, 16
2018/11/15, 55
2018/11/16, 51
2018/11/17, 56
2018/11/18, 63
2018/11/19, 45
2018/11/20, 74
2018/11/21, 69
2018/11/22, 62
2018/11/23, 70
2018/11/24, 53
2018/11/25, 88
2018/11/26, 
2018/11/27, 
2018/11/28, 
2018/11/29, 
2018/11/30, 
2018/12/1, 
2018/12/2, 
2018/12/3, 
2018/12/4, 
2018/12/5, 
2018/12/6, 
2018/12/7, 
2018/12/8, 
2018/12/9, 
2018/12/10, 
2018/12/11, 
2018/12/12, 
2018/12/13, 
2018/12/14, 
2018/12/15, 
2018/12/16, 
2018/12/17, 
2018/12/18, 
2018/12/19, 
2018/12/20, 
2018/12/21, 
2018/12/22, 
2018/12/23, 
2018/12/24, 
2018/12/25, 
2018/12/26, 
2018/12/27, 
2018/12/28, 
2018/12/29, 
2018/12/30, 
2018/7/1, 85
2018/7/2, 
2018/7/3, 
2018/7/4, 
2018/7/5, 
2018/7/6, 
2018/7/7, 
2018/7/8, 
2018/7/9, 
2018/7/10, 
2018/7/11, 
2018/7/12, 
2018/7/13, 
2018/7/14, 
2018/7/15, 
2018/7/16, 75
2018/7/17, 72
2018/7/18, 76
2018/7/19, 70
2018/7/20, 68
2018/7/21, 80
2018/7/22, 62
2018/7/23, 58
2018/7/24, 66
2018/7/25, 72
2018/7/26, 78
2018/7/27, 77
2018/7/28, 75
2018/7/29, 82
2018/7/30, 73
2018/7/31, 72
2018/8/1, 60
2018/8/2, 58
2018/8/3, 61
2018/8/4, 60
2018/8/5, 57
2018/8/6, 70
2018/8/7, 79
2018/8/8, 70
2018/8/9, 56
2018/8/10, 67
2018/8/11, 57
2018/8/12, 59
2018/8/13, 66
2018/8/14, 64
2018/8/15, 58
2018/8/16, 55
2018/8/17, 54
2018/8/18, 63
2018/8/19, 60
2018/8/20, 59
2018/8/21, 58
2018/8/22, 55
2018/8/23, 66
2018/8/24, 64
2018/8/25, 79
2018/8/26, 64
2018/8/27, 63
2018/8/28, 60
2018/8/29, 66
2018/8/30, 60
2018/8/31, 46
2018/9/1, 58
2018/9/2, 52
2018/9/3, 44
2018/9/4, 55
2018/9/5, 73
2018/9/6, 68
2018/9/7, 50
2018/9/8, 64
2018/9/9, 64
2018/9/10, 52
2018/9/11, 60
2018/9/12, 62
2018/9/13, 60
2018/9/14, 53
2018/9/15, 48
2018/9/16, 54
2018/9/17, 51
2018/9/18, 45
2018/9/19, 68
2018/9/20, 49
2018/9/21, 35
2018/9/22, 51
2018/9/23, 69
2018/9/24, 
2018/9/25, 83
2018/9/26, 65
2018/9/27, 61
2018/9/28, 56
2018/9/29, 60
2018/9/30, 59
2018/4/1, 31
2018/4/2, 31
2018/4/3, 26
2018/4/4, 67
2018/4/5, 43
2018/4/6, 209
2018/4/7, 27
2018/4/8, 34
2018/4/9, 51
2018/4/10, 62
2018/4/11, 64
2018/4/12, 42
2018/4/13, 55
2018/4/14, 
2018/4/15, 53
2018/4/16, 40
2018/4/17, 
2018/4/18, 
2018/4/19, 53
2018/4/20, 78
2018/4/21, 
2018/4/22, 
2018/4/23, 51
2018/4/24, 60
2018/4/25, 64
2018/4/26, 42
2018/4/27, 43
2018/4/28, 
2018/4/29, 69
2018/4/30, 83
2018/5/1, 71
2018/5/2, 85
2018/5/3, 80
2018/5/4, 68
2018/5/5, 62
2018/5/6, 61
2018/5/7, 66
2018/5/8, 70
2018/5/9, 64
2018/5/10, 61
2018/5/11, 67
2018/5/12, 77
2018/5/13, 80
2018/5/14, 81
2018/5/15, 70
2018/5/16, 59
2018/5/17, 59
2018/5/18, 55
2018/5/19, 66
2018/5/20, 50
2018/5/21, 52
2018/5/22, 39
2018/5/23, 30
2018/5/24, 60
2018/5/25, 71
2018/5/26, 60
2018/5/27, 70
2018/5/28, 67
2018/5/29, 69
2018/5/30, 66
2018/5/31, 58
2018/6/1, 106
2018/6/2, 
2018/6/3, 65
2018/6/4, 65
2018/6/5, 60
2018/6/6, 65
2018/6/7, 54
2018/6/8, 70
2018/6/9, 66
2018/6/10, 75
2018/6/11, 
2018/6/12, 
2018/6/13, 
2018/6/14, 
2018/6/15, 
2018/6/16, 
2018/6/18, 
2018/6/19, 
2018/6/20, 39
2018/6/21, 50
2018/6/22, 44
2018/6/23, 
2018/6/24, 
2018/6/25, 
2018/6/26, 
2018/6/27, 
2018/6/28, 
2018/6/29, 
2018/6/30, 
2018/1/1, 14
2018/1/2, 27
2018/1/3, 18
2018/1/4, 16
2018/1/5, 
2018/1/6, 
2018/1/7, 
2018/1/8, 19
2018/1/9, 20
2018/1/10, 24
2018/1/11, 
2018/1/12, 
2018/1/13, 
2018/1/14, 
2018/1/15, 29
2018/1/16, 17
2018/1/17, 29
2018/1/18, 
2018/1/19, 53
2018/1/20, 
2018/1/21, 
2018/1/22, 
2018/1/23, 1
2018/1/24, 12
2018/1/25, 33
2018/1/26, 
2018/1/27, 
2018/1/28, 
2018/1/29, 
2018/1/30, 33
2018/1/31, 29
2018/2/1, 20
2018/2/2, 18
2018/2/3, 
2018/2/4, 10
2018/2/5, 
2018/2/6, 
2018/2/7, 23
2018/2/8, 
2018/2/9, 38
2018/2/10, 31
2018/2/11, 
2018/2/12, 38
2018/2/13, 46
2018/2/14, 
2018/2/15, 
2018/2/16, 
2018/2/17, 26
2018/2/18, 
2018/2/19, 37
2018/2/20, 
2018/2/21, 
2018/2/22, 4
2018/2/23, 
2018/2/24, 
2018/2/25, 23
2018/2/26, 
2018/2/27, 
2018/2/28, 
2018/3/1, 15
2018/3/2, 
2018/3/3, 39
2018/3/4, 
2018/3/5, 
2018/3/6, 
2018/3/7, 
2018/3/8, 
2018/3/9, 
2018/3/10, 11
2018/3/11, 17
2018/3/12, 
2018/3/13, 27
2018/3/14, 
2018/3/15, 
2018/3/16, 
2018/3/18, 
2018/3/19, 
2018/3/20, 
2018/3/21, 
2018/3/22, 
2018/3/23, 
2018/3/24, 
2018/3/25, 
2018/3/26, 
2018/3/27, 
2018/3/28, 
2018/3/29, 41
2018/3/30, 28
2018/3/31, 24
2017/10/1, 91
2017/10/2, 38
2017/10/3, 21
2017/10/4, 32
2017/10/5, 66
2017/10/6, 8
2017/10/7, 
2017/10/8, 
2017/10/9, 
2017/10/10, 
2017/10/11, 
2017/10/12, 77
2017/10/13, 26
2017/10/14, 
2017/10/15, 
2017/10/16, 55
2017/10/17, 30
2017/10/18, 
2017/10/19, 
2017/10/20, 
2017/10/21, 
2017/10/22, 
2017/10/23, 
2017/10/24, 
2017/10/25, 
2017/10/26, 
2017/10/27, 
2017/10/28, 
2017/10/29, 
2017/10/30, 
2017/11/13, 
2017/11/14, 
2017/11/15, 
2017/11/16, 
2017/11/17, 
2017/11/18, 
2017/11/19, 
2017/11/20, 9
2017/11/21, 
2017/11/22, 
2017/11/23, 21
2017/11/24, 
2017/11/25, 
2017/11/26, 
2017/11/27, 17
2017/11/28, 
2017/11/29, 
2017/11/30, 35
2017/12/1, 64
2017/12/2, 
2017/12/3, 31
2017/12/4, 27
2017/12/5, 14
2017/12/6, 63
2017/12/7, 31
2017/12/8, 
2017/12/19, 
2017/12/20, 
2017/12/21, 37
2017/12/22, 18
2017/12/23, 
2017/12/24, 
2017/12/25, 
2017/12/26, 20
2017/12/27, 
2017/12/28, 3
2017/12/29, 
2017/12/30, 
2017/7/1, 
2017/7/2, 
2017/7/3, 
2017/7/4, 
2017/7/5, 
2017/7/6, 
2017/7/7, 
2017/7/8, 
2017/7/9, 
2017/7/10, 
2017/7/11, 
2017/7/12, 
2017/7/13, 
2017/7/14, 
2017/7/15, 
2017/7/16, 
2017/7/17, 
2017/7/18, 
2017/7/19, 
2017/7/20, 
2017/7/21, 
2017/7/22, 
2017/7/23, 
2017/7/24, 
2017/7/25, 
2017/7/26, 
2017/7/27, 
2017/7/28, 
2017/7/29, 
2017/7/30, 
2017/7/31, 
2017/8/1, 
2017/8/2, 
2017/8/3, 
2017/8/4, 
2017/8/5, 
2017/8/6, 
2017/8/7, 
2017/8/8, 
2017/8/9, 
2017/8/10, 
2017/8/11, 
2017/8/12, 
2017/8/13, 
2017/8/14, 
2017/8/15, 
2017/8/16, 
2017/8/17, 
2017/8/18, 
2017/8/19, 
2017/8/20, 
2017/8/21, 
2017/8/22, 
2017/8/23, 
2017/8/24, 
2017/8/25, 
2017/8/26, 
2017/8/27, 
2017/8/28, 
2017/8/29, 
2017/8/30, 
2017/8/31, 
2017/9/1, 
2017/9/2, 
2017/9/3, 
2017/9/4, 
2017/9/5, 
2017/9/6, 
2017/9/11, 33
2017/9/12, 31
2017/9/13, 
2017/9/14, 25
2017/9/15, 124
2017/9/16, 58
2017/9/17, 
2017/9/18, 28
2017/9/19, 
2017/9/20, 40
2017/9/21, 32
2017/9/22, 
2017/9/23, 113
2017/9/24, 17
2017/9/25, 7
2017/9/26, 71
2017/9/27, 32
2017/9/28, 21
2017/9/29, 90
2017/9/30, 
2017/4/1, 
2017/4/2, 
2017/4/3, 
2017/4/4, 
2017/4/5, 
2017/4/6, 
2017/4/7, 
2017/4/8, 
2017/4/9, 
2017/4/10, 
2017/4/11, 
2017/4/12, 
2017/4/13, 
2017/4/14, 
2017/4/15, 
2017/4/16, 
2017/4/17, 
2017/4/18, 
2017/4/19, 
2017/4/20, 
2017/4/21, 
2017/4/22, 
2017/4/23, 
2017/4/24, 
2017/4/25, 
2017/4/26, 
2017/4/27, 
2017/5/3, 
2017/5/4, 
2017/5/5, 
2017/5/6, 
2017/5/7, 
2017/5/8, 
2017/5/9, 
2017/5/10, 
2017/5/11, 
2017/5/12, 
2017/5/13, 
2017/5/14, 
2017/5/15, 
2017/5/16, 
2017/5/17, 
2017/5/18, 
2017/5/19, 
2017/5/20, 
2017/5/21, 
2017/5/22, 
2017/5/23, 
2017/5/24, 
2017/5/25, 
2017/5/26, 
2017/5/27, 
2017/5/28, 
2017/5/29, 
2017/5/30, 
2017/5/31, 
2017/6/1, 
2017/6/2, 
2017/6/3, 
2017/6/4, 
2017/6/5, 
2017/6/6, 
2017/6/7, 
2017/6/8, 
2017/6/9, 
2017/6/10, 
2017/6/11, 
2017/6/12, 
2017/6/13, 
2017/6/14, 
2017/6/15, 
2017/6/16, 
2017/6/17, 
2017/6/18, 
2017/6/19, 
2017/6/20, 
2017/6/21, 
2017/6/22, 
2017/6/23, 
2017/6/24, 
2017/6/25, 
2017/6/26, 
2017/6/27, 
2017/6/28, 
2017/6/29, 
2017/6/30, 
2017/1/2, 37
2017/1/3, 28
2017/1/4, 36
2017/1/5, 42
2017/1/6, 42
2017/1/7, 47
2017/1/8, 40
2017/1/9, 
2017/1/10, 
2017/1/11, 
2017/1/12, 
2017/1/13, 
2017/1/17, 39
2017/1/18, 35
2017/1/19, 30
2017/1/20, 
2017/1/21, 
2017/1/22, 29
2017/1/23, 
2017/1/24, 
2017/1/25, 
2017/1/26, 
2017/1/27, 
2017/1/28, 
2017/1/29, 
2017/1/30, 27
2017/1/31, 44
2017/2/1, 45
2017/2/2, 
2017/2/3, 25
2017/2/4, 21
2017/2/5, 17
2017/2/6, 33
2017/2/7, 28
2017/2/8, 32
2017/2/9, 28
2017/2/10, 30
2017/2/11, 32
2017/2/12, 30
2017/2/13, 30
2017/2/14, 21
2017/2/15, 30
2017/2/16, 
2017/2/17, 
2017/2/18, 
2017/2/19, 23
2017/2/20, 30
2017/2/21, 52
2017/2/22, 56
2017/2/23, 53
2017/2/24, 
2017/2/25, 
2017/2/26, 
2017/2/27, 
2017/3/3, 31
2017/3/4, 40
2017/3/5, 46
2017/3/6, 29
2017/3/7, 36
2017/3/8, 57
2017/3/9, 56
2017/3/10, 71
2017/3/11, 
2017/3/12, 45
2017/3/13, 66
2017/3/14, 25
2017/3/15, 50
2017/3/16, 72
2017/3/17, 31
2017/3/18, 58
2017/3/19, 24
2017/3/20, 
2017/3/21, 
2017/3/22, 
2017/3/23, 67
2017/3/24, 41
2017/3/25, 53
2017/3/26, 43
2017/3/27, 59
2017/3/28, 
2017/3/29, 
2017/3/30, 
2017/3/31, 
2016/10/1, 
2016/10/2, 56
2016/10/3, 73
2016/10/4, 77
2016/10/5, 64
2016/10/6, 63
2016/10/7, 52
2016/10/8, 59
2016/10/9, 56
2016/10/10, 
2016/10/11, 
2016/10/12, 
2016/10/13, 
2016/10/14, 
2016/10/15, 
2016/10/16, 
2016/10/17, 
2016/10/18, 56
2016/10/19, 74
2016/10/20, 77
2016/10/21, 
2016/10/22, 
2016/10/23, 
2016/10/24, 
2016/10/25, 32
2016/10/26, 46
2016/10/27, 67
2016/10/28, 
2016/10/29, 
2016/10/30, 
2016/10/31, 
2016/11/1, 
2016/11/2, 
2016/11/3, 
2016/11/4, 
2016/11/5, 
2016/11/6, 
2016/11/7, 
2016/11/8, 
2016/11/9, 
2016/11/10, 
2016/11/11, 
2016/11/12, 
2016/11/13, 
2016/11/14, 
2016/11/15, 
2016/11/16, 
2016/11/17, 
2016/11/18, 
2016/11/19, 
2016/11/20, 
2016/11/21, 
2016/11/22, 
2016/11/23, 
2016/11/24, 
2016/11/25, 
2016/11/26, 
2016/11/27, 
2016/11/28, 
2016/11/29, 
2016/11/30, 
2016/12/1, 
2016/12/2, 
2016/12/3, 
2016/12/4, 
2016/12/5, 
2016/12/6, 
2016/12/7, 
2016/12/8, 47
2016/12/9, 40
2016/12/10, 38
2016/12/11, 45
2016/12/12, 46
2016/12/13, 44
2016/12/14, 
2016/12/15, 53
2016/12/16, 57
2016/12/17, 46
2016/12/18, 43
2016/12/19, 39
2016/12/20, 42
2016/12/21, 40
2016/12/22, 38
2016/12/23, 33
2016/12/24, 41
2016/12/25, 53
2016/12/26, 38
2016/12/27, 58
2016/12/28, 39
2016/12/29, 60
2016/12/30, 
2016/12/31, 54
2017/1/1, 35
2016/7/1, 
2016/7/2, 
2016/7/3, 
2016/7/4, 
2016/7/5, 
2016/7/6, 
2016/7/7, 
2016/7/8, 
2016/7/9, 
2016/7/10, 
2016/7/11, 
2016/7/12, 
2016/7/13, 
2016/7/14, 
2016/7/15, 
2016/7/16, 
2016/7/17, 
2016/7/18, 
2016/7/19, 
2016/7/20, 
2016/7/21, 
2016/7/22, 
2016/7/23, 
2016/7/24, 
2016/7/25, 
2016/7/26, 
2016/7/27, 
2016/7/28, 
2016/7/29, 
2016/7/30, 
2016/7/31, 
2016/8/1, 
2016/8/2, 
2016/8/3, 
2016/8/4, 
2016/8/5, 
2016/8/6, 
2016/8/7, 
2016/8/8, 
2016/8/9, 
2016/8/10, 
2016/8/11, 
2016/8/12, 
2016/8/13, 
2016/8/14, 
2016/8/15, 62
2016/8/16, 100
2016/8/17, 56
2016/8/18, 66
2016/8/19, 67
2016/8/20, 73
2016/8/21, 53
2016/8/22, 54
2016/8/23, 50
2016/8/24, 79
2016/8/25, 72
2016/8/26, 
2016/8/27, 
2016/8/28, 
2016/8/29, 
2016/8/30, 
2016/8/31, 
2016/9/1, 
2016/9/2, 
2016/9/3, 
2016/9/4, 39
2016/9/5, 
2016/9/6, 
2016/9/7, 
2016/9/8, 
2016/9/9, 
2016/9/10, 
2016/9/11, 
2016/9/12, 98
2016/9/13, 64
2016/9/14, 73
2016/9/15, 82
2016/9/16, 60
2016/9/17, 63
2016/9/18, 66
2016/9/19, 60
2016/9/20, 48
2016/9/21, 49
2016/9/22, 45
2016/9/23, 59
2016/9/24, 90
2016/9/25, 34
2016/9/26, 82
2016/9/27, 56
2016/9/28, 
2016/9/29, 
2016/9/30, 
2016/4/1, 
2016/4/2, 
2016/4/3, 
2016/4/4, 
2016/4/5, 
2016/4/6, 
2016/4/7, 
2016/4/8, 
2016/4/9, 
2016/4/10, 
2016/4/11, 
2016/4/12, 
2016/4/13, 
2016/4/14, 
2016/4/15, 
2016/4/16, 
2016/4/17, 
2016/4/18, 
2016/4/19, 
2016/4/20, 
2016/4/21, 
2016/4/22, 
2016/4/23, 
2016/4/24, 
2016/4/25, 
2016/4/26, 
2016/4/27, 
2016/4/28, 
2016/4/29, 
2016/4/30, 
2016/5/1, 
2016/5/2, 
2016/5/3, 
2016/5/4, 
2016/5/5, 
2016/5/6, 
2016/5/7, 
2016/5/8, 
2016/5/9, 
2016/5/10, 
2016/5/11, 
2016/5/12, 
2016/5/13, 
2016/5/14, 
2016/5/15, 
2016/5/16, 
2016/5/17, 
2016/5/18, 
2016/5/19, 
2016/5/20, 
2016/5/21, 
2016/5/22, 
2016/5/23, 
2016/5/24, 
2016/5/25, 
2016/5/26, 
2016/5/27, 
2016/5/28, 
2016/5/29, 
2016/5/30, 
2016/5/31, 
2016/6/1, 
2016/6/2, 
2016/6/3, 
2016/6/4, 
2016/6/5, 
2016/6/6, 
2016/6/7, 
2016/6/8, 
2016/6/9, 
2016/6/10, 
2016/6/11, 
2016/6/12, 
2016/6/13, 
2016/6/14, 
2016/6/15, 
2016/6/16, 
2016/6/17, 
2016/6/18, 
2016/6/19, 
2016/6/20, 
2016/6/21, 
2016/6/22, 
2016/6/23, 
2016/6/24, 
2016/6/25, 
2016/6/26, 
2016/6/27, 33
2016/6/28, 70
2016/6/29, 68
2016/6/30, 
2016/1/4, 77
2016/1/5, 83
2016/1/6, 
2016/1/7, 
2016/1/8, 
2016/1/9, 
2016/1/10, 
2016/1/11, 
2016/1/12, 
2016/1/13, 
2016/1/14, 
2016/1/15, 
2016/1/16, 
2016/1/17, 86
2016/1/18, 65
2016/1/19, 55
2016/1/20, 54
2016/1/21, 57
2016/1/22, 50
2016/1/23, 49
2016/1/24, 43
2016/1/25, 56
2016/1/26, 74
2016/1/27, 65
2016/1/28, 62
2016/1/29, 63
2016/1/30, 
2016/1/31, 43
2016/2/1, 50
2016/2/2, 49
2016/2/3, 55
2016/2/4, 52
2016/2/5, 66
2016/2/6, 51
2016/2/7, 40
2016/2/8, 34
2016/2/9, 45
2016/2/10, 48
2016/2/11, 49
2016/2/12, 70
2016/2/13, 63
2016/2/14, 58
2016/2/15, 
2016/2/16, 
2016/2/17, 59
2016/2/18, 
2016/2/19, 
2016/2/20, 
2016/2/21, 
2016/2/22, 
2016/2/23, 63
2016/2/24, 36
2016/2/25, 29
2016/2/26, 
2016/2/27, 
2016/2/28, 
2016/2/29, 
2016/3/1, 
2016/3/2, 
2016/3/3, 
2016/3/4, 
2016/3/5, 
2016/3/6, 
2016/3/7, 
2016/3/8, 
2016/3/9, 
2016/3/10, 
2016/3/11, 
2016/3/12, 
2016/3/13, 
2016/3/14, 
2016/3/15, 
2016/3/16, 
2016/3/17, 
2016/3/18, 
2016/3/19, 
2016/3/20, 
2016/3/21, 
2016/3/22, 
2016/3/23, 
2016/3/24, 
2016/3/25, 
2016/3/26, 
2016/3/27, 
2016/3/28, 
2016/3/29, 
2016/3/30, 
2016/3/31, 
2015/12/25, 
2015/12/26, 
2015/12/27, 
2015/12/28, 58
2015/12/29, 
2015/12/30, 43
2016/1/3, 
2023/11/17, 50
2023/11/18, 50
2023/11/19, 44
2023/11/20, 55
2023/11/21, 40
2023/11/22, 59
2023/11/23, 60
2023/11/24, 39
2023/11/25, 52
2023/11/26, 43
2023/11/27, 50
2023/5/29, 73
2022/6/29, 63
2021/10/28, 50
2021/10/30, 63
2021/10/31, 57
2021/11/1, 37
2021/11/2, 44
2020/10/1, 57
2020/10/2, 53
2020/10/3, 57
2020/10/4, 57
2020/10/5, 39
2020/10/6, 45
2020/10/7, 51
2020/10/8, 53
2020/10/9, 45
2020/10/10, 53
2020/10/11, 51
2020/10/12, 64
2020/10/13, 61
2020/10/14, 63
2020/10/15, 62
2020/10/16, 55
2020/10/17, 47
2020/10/18, 50
2020/10/19, 54
2020/10/20, 52
2020/10/21, 55
2020/10/22, 35
2020/10/23, 27
2020/10/24, 44
2020/10/25, 41
2020/10/26, 41
2020/10/30, 47
2020/7/26, 61
2020/7/27, 67
2020/9/24, 62
2020/9/25, 74
2020/9/26, 56
2020/9/27, 52
2020/9/28, 54
2020/9/29, 53
2020/9/30, 57
2019/12/31, 14
2019/9/18, 57
2019/9/19, 61
2019/9/21, 66
2019/9/22, 66
2018/10/19, 54
2018/10/22, 32
2018/10/23, 59
2018/10/24, 59
2018/10/25, 52
2018/10/26, 51
2018/10/27, 31
2018/10/28, 30
2018/10/29, 42
2018/10/30, 50
2018/10/31, 82
2018/11/1, 49
2018/11/3, 45
2017/12/31, 15
2017/12/12, 8
2017/12/18, 44
2017/1/16, 27
2017/2/28, 74
2017/3/1, 42
2017/3/2, 92
2015/10/6, 99
2015/10/7, 83
2015/10/8, 86
2015/10/9, 75
2015/10/10, 103
2015/10/11, 78
2015/10/14, 77
2015/10/15, 108
2015/10/16, 66
2015/10/17, 105
2015/10/18, 92
2015/10/19, 90
2015/10/20, 93
2015/10/21, 105
2015/10/22, 65
2015/10/26, 89
2015/10/28, 81
2015/10/29, 88
2015/10/31, 87
2015/12/3, 80
2015/12/11, 64
2015/12/15, 37
2015/7/16, 62
2015/7/17, 63
2015/7/18, 60
2015/7/19, 60
2015/7/20, 59
2015/7/21, 61
2015/7/22, 65
2015/7/23, 71
2015/7/24, 69
2015/7/25, 75
2015/7/26, 71
2015/7/27, 60
2015/7/28, 65
2015/7/29, 66
2015/7/30, 75
2015/7/31, 70
2015/8/3, 64
2015/8/4, 85
2015/8/5, 92
2015/8/6, 76
2015/8/7, 68
2015/8/10, 79
2015/8/12, 68
2015/8/14, 68
2015/8/20, 80
2015/8/23, 80
2015/8/24, 85
2015/8/25, 84
2015/8/26, 77
2015/8/27, 91
2015/8/28, 83
2015/9/1, 79
2015/9/2, 88
2015/9/3, 98
2015/9/4, 81
2015/9/8, 77
2015/9/9, 75
2015/9/10, 87
2015/9/11, 83
2015/9/12, 86
2015/9/13, 80
2015/9/14, 68
2015/9/15, 104
2015/9/16, 81
2015/9/17, 93
2015/9/18, 86
2015/9/19, 86
