date, pm25
2023/9/27, 108
2023/9/28, 117
2023/9/29, 119
2023/9/30, 146
2023/4/1, 40
2023/4/2, 67
2023/4/3, 103
2023/4/4, 72
2023/4/5, 87
2023/4/6, 70
2023/4/7, 95
2023/4/8, 115
2023/4/9, 101
2023/4/10, 40
2023/4/11, 39
2023/4/12, 45
2023/4/13, 52
2023/4/14, 76
2023/4/15, 92
2023/4/16, 66
2023/4/17, 62
2023/4/18, 105
2023/4/19, 97
2023/4/20, 97
2023/4/21, 96
2023/4/22, 96
2023/4/23, 95
2023/4/24, 89
2023/4/25, 60
2023/4/26, 80
2023/4/27, 89
2023/4/28, 76
2023/4/29, 117
2023/4/30, 111
2023/5/1, 100
2023/5/2, 129
2023/5/3, 88
2023/5/4, 66
2023/5/5, 102
2023/5/6, 94
2023/5/7, 117
2023/5/8, 83
2023/5/9, 117
2023/5/10, 133
2023/5/11, 97
2023/5/12, 54
2023/5/13, 94
2023/5/14, 90
2023/5/15, 109
2023/5/16, 105
2023/5/17, 129
2023/5/18, 131
2023/5/19, 138
2023/5/20, 135
2023/5/21, 139
2023/5/22, 145
2023/5/23, 122
2023/5/24, 146
2023/5/25, 145
2023/5/30, 124
2023/5/31, 132
2023/6/1, 126
2023/6/2, 145
2023/6/3, 122
2023/6/4, 125
2023/6/5, 118
2023/6/6, 118
2023/6/7, 123
2023/6/8, 119
2023/6/9, 111
2023/6/10, 116
2023/6/11, 131
2023/6/12, 123
2023/6/13, 123
2023/6/14, 126
2023/6/15, 135
2023/6/16, 111
2023/6/17, 126
2023/6/18, 113
2023/6/19, 90
2023/6/20, 125
2023/6/21, 137
2023/6/22, 128
2023/6/23, 113
2023/6/24, 104
2023/6/25, 118
2023/6/26, 125
2023/6/27, 127
2023/6/28, 72
2023/6/29, 73
2023/6/30, 81
2023/1/2, 59
2023/1/3, 48
2023/1/4, 72
2023/1/5, 66
2023/1/6, 43
2023/1/7, 47
2023/1/8, 51
2023/1/9, 53
2023/1/10, 54
2023/1/11, 95
2023/1/12, 88
2023/1/13, 108
2023/1/14, 87
2023/1/15, 56
2023/1/16, 55
2023/1/17, 70
2023/1/18, 120
2023/1/19, 75
2023/1/20, 62
2023/1/21, 71
2023/1/22, 48
2023/1/23, 42
2023/1/24, 48
2023/1/25, 63
2023/1/26, 66
2023/1/27, 68
2023/1/28, 64
2023/1/29, 67
2023/1/30, 79
2023/1/31, 89
2023/2/1, 70
2023/2/2, 65
2023/2/3, 67
2023/2/4, 89
2023/2/5, 69
2023/2/6, 72
2023/2/7, 55
2023/2/8, 58
2023/2/9, 47
2023/2/10, 53
2023/2/11, 45
2023/2/12, 39
2023/2/13, 51
2023/2/14, 38
2023/2/15, 47
2023/2/16, 59
2023/2/17, 65
2023/2/18, 90
2023/2/19, 95
2023/2/20, 56
2023/2/21, 52
2023/2/22, 53
2023/2/23, 50
2023/2/24, 60
2023/2/25, 63
2023/2/26, 53
2023/2/27, 64
2023/2/28, 61
2023/3/1, 67
2023/3/2, 56
2023/3/3, 61
2023/3/4, 51
2023/3/5, 65
2023/3/6, 49
2023/3/7, 60
2023/3/8, 74
2023/3/9, 63
2023/3/10, 89
2023/3/11, 97
2023/3/12, 115
2023/3/13, 109
2023/3/14, 76
2023/3/15, 81
2023/3/16, 101
2023/3/17, 79
2023/3/18, 81
2023/3/19, 96
2023/3/20, 118
2023/3/21, 90
2023/3/22, 78
2023/3/23, 56
2023/3/24, 95
2023/3/25, 92
2023/3/26, 77
2023/3/27, 73
2023/3/28, 88
2023/3/29, 96
2023/3/30, 93
2023/3/31, 67
2022/10/1, 86
2022/10/2, 47
2022/10/3, 84
2022/10/4, 66
2022/10/5, 71
2022/10/6, 79
2022/10/7, 65
2022/10/8, 52
2022/10/9, 90
2022/10/10, 73
2022/10/11, 118
2022/10/12, 89
2022/10/13, 80
2022/10/14, 71
2022/10/15, 75
2022/10/16, 81
2022/10/17, 88
2022/10/18, 88
2022/10/19, 96
2022/10/20, 81
2022/10/21, 50
2022/10/22, 82
2022/10/23, 45
2022/10/24, 37
2022/11/3, 112
2022/11/4, 109
2022/11/5, 95
2022/11/6, 73
2022/11/7, 86
2022/11/8, 109
2022/11/9, 87
2022/11/10, 72
2022/11/11, 50
2022/11/12, 51
2022/11/13, 67
2022/11/14, 73
2022/11/15, 61
2022/11/16, 52
2022/11/17, 60
2022/11/18, 48
2022/11/19, 60
2022/11/20, 32
2022/11/21, 48
2022/11/22, 39
2022/11/23, 62
2022/11/24, 51
2022/11/25, 93
2022/11/26, 106
2022/11/27, 112
2022/11/28, 94
2022/11/29, 85
2022/11/30, 80
2022/12/1, 92
2022/12/2, 87
2022/12/3, 103
2022/12/4, 100
2022/12/5, 104
2022/12/6, 90
2022/12/7, 100
2022/12/8, 94
2022/12/9, 87
2022/12/10, 67
2022/12/11, 56
2022/12/12, 41
2022/12/13, 40
2022/12/14, 41
2022/12/15, 51
2022/12/16, 80
2022/12/17, 118
2022/12/18, 120
2022/12/19, 127
2022/12/20, 96
2022/12/21, 98
2022/12/22, 52
2022/12/23, 55
2022/12/24, 99
2022/12/25, 58
2022/12/26, 73
2022/12/27, 48
2022/12/28, 53
2022/12/29, 50
2022/12/30, 74
2022/12/31, 76
2023/1/1, 64
2022/7/1, 15
2022/7/2, 13
2022/7/3, 12
2022/7/4, 13
2022/7/5, 19
2022/7/6, 49
2022/7/7, 53
2022/7/8, 62
2022/7/9, 69
2022/7/10, 73
2022/7/11, 95
2022/7/12, 95
2022/7/13, 88
2022/7/14, 75
2022/7/15, 67
2022/7/16, 50
2022/7/17, 70
2022/7/18, 106
2022/7/19, 94
2022/7/20, 115
2022/7/21, 112
2022/7/22, 121
2022/7/23, 85
2022/7/24, 85
2022/7/25, 79
2022/7/26, 100
2022/7/27, 120
2022/7/28, 115
2022/7/29, 84
2022/7/30, 95
2022/7/31, 117
2022/8/1, 93
2022/8/2, 123
2022/8/3, 123
2022/8/4, 77
2022/8/5, 66
2022/8/6, 98
2022/8/7, 110
2022/8/8, 76
2022/8/9, 79
2022/8/10, 108
2022/8/11, 109
2022/8/12, 90
2022/8/13, 87
2022/8/14, 89
2022/8/15, 79
2022/8/16, 98
2022/8/17, 81
2022/8/18, 84
2022/8/19, 92
2022/8/20, 93
2022/8/21, 87
2022/8/22, 81
2022/8/23, 125
2022/8/24, 115
2022/8/25, 97
2022/8/26, 141
2022/8/27, 118
2022/8/28, 88
2022/8/29, 90
2022/8/30, 90
2022/8/31, 122
2022/9/1, 97
2022/9/2, 97
2022/9/3, 66
2022/9/4, 53
2022/9/5, 96
2022/9/6, 75
2022/9/7, 82
2022/9/8, 96
2022/9/9, 98
2022/9/10, 78
2022/9/11, 73
2022/9/12, 74
2022/9/13, 102
2022/9/14, 103
2022/9/15, 113
2022/9/16, 100
2022/9/17, 106
2022/9/18, 131
2022/9/19, 110
2022/9/20, 99
2022/9/21, 104
2022/9/22, 99
2022/9/23, 104
2022/9/24, 71
2022/9/25, 96
2022/9/26, 89
2022/9/27, 78
2022/9/28, 103
2022/9/29, 98
2022/9/30, 105
2022/4/1, 109
2022/4/2, 65
2022/4/3, 29
2022/4/4, 73
2022/4/5, 88
2022/4/6, 75
2022/4/7, 81
2022/4/8, 52
2022/4/9, 87
2022/4/10, 101
2022/4/11, 84
2022/4/12, 111
2022/4/13, 129
2022/4/14, 75
2022/4/15, 98
2022/4/16, 102
2022/4/17, 139
2022/4/18, 55
2022/4/19, 83
2022/4/20, 74
2022/4/21, 60
2022/4/22, 109
2022/4/23, 86
2022/4/24, 79
2022/4/25, 86
2022/4/26, 58
2022/4/27, 53
2022/4/28, 26
2022/4/29, 25
2022/4/30, 61
2022/5/1, 82
2022/5/2, 71
2022/5/3, 48
2022/5/4, 60
2022/5/5, 49
2022/5/6, 34
2022/5/7, 72
2022/5/8, 45
2022/5/9, 62
2022/5/10, 75
2022/5/11, 69
2022/5/12, 63
2022/5/13, 44
2022/5/14, 93
2022/5/15, 92
2022/5/16, 79
2022/5/17, 74
2022/5/18, 78
2022/5/19, 111
2022/5/20, 75
2022/5/21, 66
2022/5/22, 79
2022/5/23, 84
2022/5/24, 82
2022/5/25, 100
2022/5/26, 75
2022/5/27, 104
2022/5/28, 79
2022/5/29, 63
2022/5/30, 68
2022/5/31, 73
2022/6/1, 50
2022/6/2, 61
2022/6/3, 69
2022/6/4, 96
2022/6/5, 84
2022/6/6, 79
2022/6/7, 76
2022/6/8, 72
2022/6/9, 61
2022/6/10, 68
2022/6/11, 70
2022/6/12, 85
2022/6/13, 77
2022/6/14, 84
2022/6/15, 124
2022/6/16, 107
2022/6/17, 109
2022/6/18, 114
2022/6/19, 109
2022/6/20, 120
2022/6/21, 103
2022/6/22, 107
2022/6/23, 111
2022/6/24, 135
2022/6/25, 121
2022/6/26, 102
2022/6/27, 107
2022/6/30, 25
2022/1/3, 76
2022/1/4, 97
2022/1/5, 139
2022/1/6, 120
2022/1/7, 66
2022/1/8, 94
2022/1/9, 70
2022/1/10, 53
2022/1/11, 49
2022/1/12, 63
2022/1/13, 63
2022/1/14, 68
2022/1/15, 68
2022/1/16, 99
2022/1/17, 73
2022/1/18, 65
2022/1/19, 63
2022/1/20, 55
2022/1/21, 58
2022/1/22, 53
2022/1/23, 65
2022/1/24, 51
2022/1/25, 55
2022/1/26, 55
2022/1/27, 65
2022/1/28, 69
2022/1/29, 114
2022/1/30, 150
2022/1/31, 82
2022/2/1, 88
2022/2/2, 49
2022/2/3, 72
2022/2/4, 62
2022/2/5, 63
2022/2/6, 54
2022/2/7, 47
2022/2/8, 94
2022/2/9, 78
2022/2/10, 54
2022/2/11, 87
2022/2/12, 81
2022/2/13, 97
2022/2/14, 129
2022/2/22, 142
2022/2/23, 82
2022/2/24, 42
2022/2/25, 42
2022/2/26, 50
2022/2/27, 44
2022/2/28, 53
2022/3/1, 51
2022/3/2, 62
2022/3/3, 48
2022/3/4, 51
2022/3/5, 52
2022/3/6, 44
2022/3/7, 46
2022/3/8, 66
2022/3/9, 91
2022/3/10, 97
2022/3/11, 95
2022/3/12, 48
2022/3/13, 61
2022/3/14, 97
2022/3/15, 78
2022/3/16, 90
2022/3/17, 116
2022/3/18, 92
2022/3/19, 47
2022/3/20, 45
2022/3/21, 30
2022/3/22, 61
2022/3/23, 49
2022/3/24, 75
2022/3/25, 115
2022/3/26, 103
2022/3/27, 111
2022/3/28, 60
2022/3/29, 91
2022/3/30, 138
2022/3/31, 121
2021/10/1, 121
2021/10/2, 138
2021/10/3, 116
2021/10/4, 122
2021/10/5, 96
2021/10/6, 112
2021/10/7, 85
2021/10/8, 99
2021/10/9, 95
2021/10/10, 116
2021/10/11, 102
2021/10/12, 101
2021/10/13, 103
2021/10/14, 134
2021/10/15, 145
2021/10/16, 128
2021/10/17, 110
2021/10/18, 68
2021/10/19, 67
2021/10/20, 72
2021/10/21, 94
2021/10/22, 118
2021/10/23, 113
2021/10/24, 121
2021/10/25, 122
2021/10/26, 105
2021/10/27, 100
2021/11/3, 106
2021/11/4, 113
2021/11/5, 104
2021/11/6, 84
2021/11/7, 71
2021/11/8, 84
2021/11/9, 87
2021/11/10, 59
2021/11/11, 65
2021/11/12, 58
2021/11/13, 105
2021/11/14, 49
2021/11/15, 57
2021/11/16, 50
2021/11/17, 99
2021/11/18, 98
2021/11/19, 35
2021/11/20, 65
2021/11/21, 58
2021/11/22, 38
2021/11/23, 24
2021/11/24, 51
2021/11/25, 57
2021/11/26, 71
2021/11/27, 36
2021/11/28, 29
2021/11/29, 34
2021/11/30, 78
2021/12/1, 58
2021/12/2, 45
2021/12/3, 72
2021/12/4, 60
2021/12/5, 75
2021/12/6, 97
2021/12/7, 54
2021/12/8, 70
2021/12/9, 52
2021/12/10, 69
2021/12/11, 61
2021/12/12, 61
2021/12/13, 57
2021/12/14, 79
2021/12/15, 111
2021/12/16, 96
2021/12/17, 81
2021/12/18, 73
2021/12/19, 111
2021/12/20, 78
2021/12/21, 103
2021/12/22, 111
2021/12/23, 90
2021/12/24, 71
2021/12/25, 81
2021/12/26, 53
2021/12/27, 70
2021/12/28, 84
2021/12/29, 57
2021/12/30, 91
2021/12/31, 111
2022/1/1, 49
2022/1/2, 46
2021/7/1, 104
2021/7/2, 102
2021/7/3, 133
2021/7/4, 141
2021/7/5, 136
2021/7/6, 117
2021/7/7, 137
2021/7/8, 147
2021/7/9, 141
2021/7/10, 121
2021/7/11, 107
2021/7/12, 91
2021/7/13, 123
2021/7/14, 79
2021/7/15, 143
2021/7/16, 136
2021/7/17, 127
2021/7/18, 130
2021/7/19, 143
2021/7/20, 112
2021/7/21, 96
2021/7/22, 123
2021/7/23, 102
2021/7/24, 128
2021/7/25, 133
2021/7/26, 129
2021/7/27, 136
2021/7/28, 130
2021/7/29, 138
2021/7/30, 137
2021/7/31, 99
2021/8/1, 97
2021/8/2, 79
2021/8/3, 113
2021/8/4, 81
2021/8/5, 109
2021/8/6, 106
2021/8/7, 97
2021/8/8, 104
2021/8/9, 78
2021/8/10, 77
2021/8/11, 99
2021/8/12, 95
2021/8/13, 113
2021/8/14, 121
2021/8/15, 98
2021/8/16, 95
2021/8/17, 120
2021/8/18, 121
2021/8/19, 130
2021/8/20, 113
2021/8/21, 107
2021/8/22, 93
2021/8/23, 98
2021/8/24, 145
2021/8/25, 108
2021/8/26, 97
2021/8/27, 127
2021/8/28, 124
2021/8/29, 151
2021/8/30, 150
2021/8/31, 123
2021/9/1, 115
2021/9/2, 118
2021/9/3, 122
2021/9/4, 103
2021/9/5, 119
2021/9/6, 119
2021/9/7, 94
2021/9/8, 108
2021/9/9, 86
2021/9/10, 103
2021/9/11, 123
2021/9/12, 104
2021/9/13, 74
2021/9/14, 79
2021/9/15, 82
2021/9/16, 78
2021/9/17, 87
2021/9/18, 98
2021/9/19, 104
2021/9/20, 91
2021/9/21, 111
2021/9/22, 92
2021/9/23, 99
2021/9/24, 94
2021/9/25, 92
2021/9/26, 96
2021/9/27, 92
2021/9/28, 88
2021/9/29, 111
2021/9/30, 131
2021/4/1, 48
2021/4/2, 59
2021/4/3, 55
2021/4/4, 97
2021/4/5, 99
2021/4/6, 50
2021/4/7, 53
2021/4/8, 71
2021/4/9, 83
2021/4/10, 74
2021/4/11, 101
2021/4/12, 106
2021/4/13, 87
2021/4/14, 106
2021/4/15, 113
2021/4/16, 113
2021/4/17, 123
2021/4/18, 124
2021/4/19, 121
2021/4/20, 110
2021/4/21, 121
2021/4/22, 111
2021/4/23, 147
2021/4/24, 114
2021/4/25, 111
2021/4/26, 115
2021/4/27, 121
2021/4/28, 99
2021/4/29, 114
2021/4/30, 111
2021/5/1, 88
2021/5/2, 93
2021/5/3, 97
2021/5/4, 100
2021/5/5, 113
2021/5/6, 94
2021/5/7, 105
2021/5/8, 102
2021/5/9, 66
2021/5/10, 106
2021/5/11, 125
2021/5/12, 128
2021/5/13, 130
2021/5/14, 98
2021/5/15, 93
2021/5/16, 97
2021/5/17, 100
2021/5/18, 65
2021/5/19, 110
2021/5/20, 110
2021/5/21, 114
2021/5/22, 112
2021/5/23, 138
2021/5/24, 132
2021/5/25, 82
2021/5/26, 110
2021/5/27, 90
2021/5/28, 103
2021/5/29, 89
2021/5/30, 99
2021/5/31, 104
2021/6/1, 128
2021/6/2, 112
2021/6/3, 124
2021/6/4, 127
2021/6/5, 106
2021/6/6, 124
2021/6/7, 108
2021/6/8, 118
2021/6/9, 105
2021/6/10, 127
2021/6/11, 116
2021/6/12, 108
2021/6/13, 99
2021/6/14, 126
2021/6/15, 95
2021/6/16, 112
2021/6/17, 132
2021/6/18, 114
2021/6/19, 135
2021/6/20, 133
2021/6/21, 83
2021/6/22, 80
2021/6/23, 134
2021/6/24, 121
2021/6/25, 110
2021/6/26, 104
2021/6/27, 125
2021/6/28, 140
2021/6/29, 130
2021/6/30, 129
2021/1/4, 53
2021/1/5, 64
2021/1/6, 63
2021/1/7, 52
2021/1/8, 64
2021/1/9, 65
2021/1/10, 47
2021/1/11, 60
2021/1/12, 51
2021/1/13, 55
2021/1/14, 60
2021/1/15, 87
2021/1/16, 86
2021/1/17, 102
2021/1/18, 50
2021/1/19, 59
2021/1/20, 55
2021/1/21, 73
2021/1/22, 87
2021/1/23, 111
2021/1/24, 65
2021/1/25, 118
2021/1/26, 73
2021/1/27, 40
2021/1/28, 46
2021/1/29, 51
2021/1/30, 53
2021/1/31, 80
2021/2/1, 102
2021/2/2, 57
2021/2/3, 44
2021/2/4, 67
2021/2/5, 48
2021/2/6, 50
2021/2/7, 43
2021/2/8, 45
2021/2/9, 68
2021/2/10, 56
2021/2/11, 53
2021/2/12, 58
2021/2/13, 55
2021/2/14, 64
2021/2/15, 68
2021/2/16, 61
2021/2/17, 80
2021/2/18, 65
2021/2/19, 58
2021/2/20, 56
2021/2/21, 58
2021/2/22, 86
2021/2/23, 90
2021/2/24, 40
2021/2/25, 68
2021/2/26, 59
2021/2/27, 104
2021/2/28, 73
2021/3/1, 78
2021/3/2, 80
2021/3/3, 86
2021/3/4, 103
2021/3/5, 97
2021/3/6, 104
2021/3/7, 130
2021/3/8, 76
2021/3/9, 68
2021/3/10, 87
2021/3/11, 51
2021/3/12, 84
2021/3/13, 70
2021/3/14, 69
2021/3/15, 108
2021/3/16, 116
2021/3/17, 129
2021/3/18, 151
2021/3/19, 113
2021/3/20, 99
2021/3/21, 70
2021/3/22, 66
2021/3/23, 59
2021/3/24, 48
2021/3/25, 57
2021/3/26, 102
2021/3/27, 107
2021/3/28, 105
2021/3/29, 108
2021/3/30, 94
2021/3/31, 54
2020/10/27, 9
2020/10/28, 7
2020/10/29, 14
2020/10/31, 77
2020/11/1, 72
2020/11/2, 43
2020/11/3, 80
2020/11/4, 96
2020/11/5, 117
2020/11/6, 126
2020/11/7, 116
2020/11/8, 124
2020/11/9, 115
2020/11/10, 131
2020/11/11, 122
2020/11/12, 102
2020/11/13, 85
2020/11/14, 111
2020/11/15, 91
2020/11/16, 97
2020/11/17, 126
2020/11/18, 105
2020/11/19, 113
2020/11/20, 75
2020/11/21, 98
2020/11/22, 113
2020/11/23, 123
2020/11/24, 73
2020/11/25, 73
2020/11/26, 80
2020/11/27, 69
2020/11/28, 89
2020/11/29, 47
2020/11/30, 31
2020/12/1, 37
2020/12/2, 59
2020/12/3, 60
2020/12/4, 59
2020/12/5, 43
2020/12/6, 56
2020/12/7, 55
2020/12/8, 55
2020/12/9, 51
2020/12/10, 59
2020/12/11, 46
2020/12/12, 43
2020/12/13, 52
2020/12/14, 39
2020/12/15, 45
2020/12/16, 36
2020/12/17, 44
2020/12/18, 48
2020/12/19, 54
2020/12/20, 44
2020/12/21, 33
2020/12/22, 57
2020/12/23, 61
2020/12/24, 62
2020/12/25, 37
2020/12/26, 43
2020/12/27, 51
2020/12/28, 40
2020/12/29, 26
2020/12/30, 43
2020/12/31, 51
2021/1/1, 56
2021/1/2, 64
2021/1/3, 52
2020/7/1, 141
2020/7/2, 118
2020/7/3, 129
2020/7/4, 134
2020/7/5, 118
2020/7/6, 108
2020/7/7, 109
2020/7/8, 120
2020/7/9, 105
2020/7/10, 148
2020/7/11, 129
2020/7/12, 131
2020/7/13, 135
2020/7/14, 130
2020/7/15, 90
2020/7/16, 90
2020/7/17, 109
2020/7/18, 116
2020/7/19, 144
2020/7/20, 131
2020/7/21, 115
2020/7/22, 116
2020/7/23, 128
2020/7/24, 119
2020/7/28, 124
2020/7/29, 137
2020/7/30, 125
2020/7/31, 91
2020/8/1, 129
2020/8/2, 142
2020/8/3, 137
2020/8/4, 130
2020/8/5, 138
2020/8/6, 142
2020/8/7, 131
2020/8/8, 121
2020/8/9, 110
2020/8/10, 125
2020/8/11, 134
2020/8/12, 116
2020/8/13, 90
2020/8/14, 91
2020/8/15, 97
2020/8/16, 94
2020/8/17, 106
2020/8/18, 130
2020/8/19, 120
2020/8/20, 95
2020/8/21, 74
2020/8/22, 111
2020/8/23, 125
2020/8/24, 115
2020/8/25, 106
2020/8/26, 109
2020/8/27, 96
2020/8/28, 103
2020/8/29, 108
2020/8/30, 109
2020/8/31, 125
2020/9/1, 109
2020/9/2, 135
2020/9/3, 91
2020/9/4, 88
2020/9/5, 132
2020/9/6, 128
2020/9/7, 118
2020/9/8, 110
2020/9/9, 111
2020/9/10, 137
2020/9/11, 130
2020/9/12, 137
2020/9/13, 115
2020/9/14, 117
2020/9/15, 123
2020/9/16, 104
2020/9/17, 92
2020/9/18, 106
2020/9/19, 114
2020/9/20, 69
2020/9/21, 85
2020/9/22, 84
2020/9/23, 114
2020/4/1, 68
2020/4/2, 62
2020/4/3, 68
2020/4/4, 95
2020/4/5, 107
2020/4/6, 81
2020/4/7, 54
2020/4/8, 47
2020/4/9, 86
2020/4/10, 115
2020/4/11, 99
2020/4/12, 117
2020/4/13, 94
2020/4/14, 87
2020/4/15, 83
2020/4/16, 71
2020/4/17, 92
2020/4/18, 106
2020/4/19, 126
2020/4/20, 100
2020/4/21, 116
2020/4/22, 108
2020/4/23, 90
2020/4/24, 82
2020/4/25, 99
2020/4/26, 108
2020/4/27, 83
2020/4/28, 104
2020/4/29, 116
2020/4/30, 114
2020/5/1, 92
2020/5/2, 70
2020/5/3, 106
2020/5/4, 105
2020/5/5, 86
2020/5/6, 91
2020/5/7, 109
2020/5/8, 139
2020/5/9, 112
2020/5/10, 104
2020/5/11, 86
2020/5/12, 89
2020/5/13, 109
2020/5/14, 116
2020/5/15, 117
2020/5/16, 106
2020/5/17, 122
2020/5/18, 87
2020/5/19, 75
2020/5/20, 72
2020/5/21, 65
2020/5/22, 100
2020/5/23, 78
2020/5/24, 68
2020/5/25, 66
2020/5/26, 65
2020/5/27, 72
2020/5/28, 89
2020/5/29, 108
2020/5/30, 93
2020/5/31, 90
2020/6/1, 111
2020/6/2, 75
2020/6/3, 85
2020/6/4, 90
2020/6/5, 142
2020/6/6, 117
2020/6/7, 111
2020/6/8, 114
2020/6/9, 121
2020/6/10, 137
2020/6/11, 117
2020/6/12, 107
2020/6/13, 120
2020/6/14, 134
2020/6/15, 148
2020/6/16, 112
2020/6/17, 115
2020/6/18, 125
2020/6/19, 118
2020/6/20, 124
2020/6/21, 127
2020/6/22, 128
2020/6/23, 100
2020/6/24, 115
2020/6/25, 134
2020/6/26, 143
2020/6/27, 142
2020/6/28, 149
2020/6/29, 149
2020/6/30, 149
2020/1/1, 66
2020/1/2, 74
2020/1/3, 85
2020/1/4, 74
2020/1/5, 81
2020/1/6, 96
2020/1/7, 85
2020/1/8, 104
2020/1/9, 77
2020/1/10, 55
2020/1/11, 77
2020/1/12, 61
2020/1/13, 74
2020/1/14, 54
2020/1/15, 66
2020/1/16, 99
2020/1/17, 114
2020/1/18, 78
2020/1/19, 108
2020/1/20, 90
2020/1/21, 57
2020/1/22, 82
2020/1/23, 85
2020/1/24, 85
2020/1/25, 58
2020/1/26, 102
2020/1/27, 59
2020/1/28, 93
2020/1/29, 80
2020/1/30, 40
2020/1/31, 73
2020/2/1, 59
2020/2/2, 75
2020/2/3, 65
2020/2/4, 52
2020/2/5, 90
2020/2/6, 97
2020/2/7, 78
2020/2/8, 58
2020/2/9, 62
2020/2/10, 73
2020/2/11, 117
2020/2/12, 101
2020/2/13, 82
2020/2/14, 100
2020/2/15, 119
2020/2/16, 90
2020/2/17, 74
2020/2/18, 73
2020/2/19, 65
2020/2/20, 59
2020/2/21, 61
2020/2/22, 54
2020/2/23, 46
2020/2/24, 46
2020/2/25, 52
2020/2/26, 66
2020/2/27, 64
2020/2/28, 61
2020/2/29, 95
2020/3/1, 71
2020/3/2, 70
2020/3/3, 98
2020/3/4, 93
2020/3/5, 57
2020/3/6, 72
2020/3/7, 60
2020/3/8, 86
2020/3/9, 53
2020/3/10, 61
2020/3/11, 63
2020/3/12, 79
2020/3/13, 66
2020/3/14, 115
2020/3/15, 89
2020/3/16, 87
2020/3/17, 83
2020/3/18, 87
2020/3/19, 110
2020/3/20, 90
2020/3/21, 72
2020/3/22, 49
2020/3/23, 106
2020/3/24, 100
2020/3/25, 74
2020/3/26, 78
2020/3/27, 82
2020/3/28, 117
2020/3/29, 115
2020/3/30, 102
2020/3/31, 93
2019/10/1, 130
2019/10/2, 129
2019/10/3, 114
2019/10/4, 122
2019/10/5, 104
2019/10/6, 98
2019/10/7, 108
2019/10/8, 128
2019/10/9, 126
2019/10/10, 148
2019/10/11, 159
2019/10/12, 130
2019/10/13, 125
2019/10/14, 124
2019/10/15, 127
2019/10/16, 122
2019/10/17, 117
2019/10/18, 105
2019/10/19, 116
2019/10/20, 128
2019/10/21, 115
2019/10/22, 124
2019/10/23, 116
2019/10/24, 125
2019/10/25, 112
2019/10/26, 132
2019/10/27, 127
2019/10/28, 114
2019/10/29, 123
2019/10/30, 137
2019/10/31, 108
2019/11/1, 85
2019/11/2, 91
2019/11/3, 79
2019/11/4, 91
2019/11/5, 127
2019/11/6, 112
2019/11/7, 123
2019/11/8, 133
2019/11/9, 113
2019/11/10, 146
2019/11/11, 107
2019/11/12, 139
2019/11/13, 127
2019/11/14, 118
2019/11/15, 107
2019/11/16, 92
2019/11/17, 102
2019/11/18, 102
2019/11/19, 74
2019/11/20, 96
2019/11/21, 106
2019/11/22, 122
